,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
880,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,M Vijay,Q de Kock,MA Agarwal,KP Pietersen,_,_,_,_,_,M Muralitharan,MA Starc,AN Ahmed,YS Chahal,_,_
881,Barabati Stadium,1,Mumbai Indians,Kolkata Knight Riders,LMP Simmons,CM Gautam,AT Rayudu,RG Sharma,_,_,_,_,_,M Morkel,UT Yadav,Shakib Al Hasan,SP Narine,_,_
882,Barabati Stadium,2,Kolkata Knight Riders,Mumbai Indians,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,SL Malinga,JJ Bumrah,Harbhajan Singh,PP Ojha,_,_
883,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,AJ Finch,S Dhawan,_,_,_,_,_,_,_,Sandeep Sharma,MG Johnson,_,_,_,_
884,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,V Sehwag,M Vohra,WP Saha,_,_,_,_,_,_,B Kumar,DW Steyn,MC Henriques,KV Sharma,_,_
885,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Delhi Daredevils,AM Rahane,KK Nair,KK Cooper,_,_,_,_,_,_,JP Duminy,R Shukla,S Kaul,S Nadeem,_,_
886,"Sardar Patel Stadium, Motera",2,Delhi Daredevils,Rajasthan Royals,KP Pietersen,MA Agarwal,KD Karthik,JP Duminy,_,_,_,_,_,DS Kulkarni,BCJ Cutting,JP Faulkner,KK Cooper,_,_
887,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,AJ Finch,S Dhawan,NV Ojha,DA Warner,_,_,_,_,_,M Morkel,UT Yadav,SP Narine,_,_,_
888,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,B Kumar,DW Steyn,KV Sharma,DJG Sammy,_,_
889,JSCA International Stadium Complex,1,Chennai Super Kings,Royal Challengers Bangalore,DR Smith,BB McCullum,SK Raina,DJ Hussey,_,_,_,_,_,M Muralitharan,MA Starc,VR Aaron,AN Ahmed,_,_
890,JSCA International Stadium Complex,2,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,PA Patel,V Kohli,_,_,_,_,_,_,MM Sharma,R Ashwin,S Badree,_,_,_
891,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,M Vijay,KP Pietersen,KD Karthik,_,_,_,_,_,_,Sandeep Sharma,BE Hendricks,AR Patel,_,_,_
892,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,V Sehwag,M Vohra,_,_,_,_,_,_,_,WD Parnell,Mohammed Shami,JD Unadkat,_,_,_
893,"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,MEK Hussey,LMP Simmons,_,_,_,_,_,_,_,Ankit Sharma,DS Kulkarni,JP Faulkner,KK Cooper,_,_
894,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,KK Nair,UBT Chand,SR Watson,SV Samson,KK Cooper,_,_,_,_,JJ Bumrah,K Santokie,PP Ojha,KA Pollard,_,_
895,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,PA Patel,V Kohli,Yuvraj Singh,_,_,_,_,_,B Kumar,DW Steyn,Parvez Rasool,KV Sharma,_,_
896,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Royal Challengers Bangalore,S Dhawan,DA Warner,_,_,_,_,_,_,_,M Muralitharan,MA Starc,VR Aaron,AN Ahmed,_,_
897,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,DR Smith,BB McCullum,SK Raina,_,_,_,_,_,_,Shakib Al Hasan,PJ Cummins,UT Yadav,SP Narine,_,_
898,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,BW Hilfenhaus,IC Pandey,MM Sharma,R Ashwin,_,_
899,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,V Sehwag,M Vohra,SE Marsh,_,_,_,_,_,_,P Kumar,K Santokie,JJ Bumrah,PP Ojha,_,_
900,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,LMP Simmons,MEK Hussey,_,_,_,_,_,_,_,Sandeep Sharma,BE Hendricks,AR Patel,R Dhawan,_,_
901,JSCA International Stadium Complex,1,Chennai Super Kings,Sunrisers Hyderabad,DR Smith,F du Plessis,SK Raina,_,_,_,_,_,_,B Kumar,DW Steyn,KV Sharma,Parvez Rasool,_,_
902,JSCA International Stadium Complex,2,Sunrisers Hyderabad,Chennai Super Kings,DA Warner,S Dhawan,_,_,_,_,_,_,_,MM Sharma,R Ashwin,JW Hastings,_,_,_
903,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,G Gambhir,MK Pandey,YK Pathan,_,_,_,_,_,MA Starc,AB Dinda,AN Ahmed,M Muralitharan,_,_
904,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle,YV Takawale,V Kohli,_,_,_,_,_,_,M Morkel,UT Yadav,SP Narine,_,_,_
905,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,LMP Simmons,MEK Hussey,_,_,_,_,_,_,_,WD Parnell,S Kaul,JD Unadkat,S Nadeem,_,_
906,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,M Vijay,KP Pietersen,KD Karthik,_,_,_,_,_,_,JJ Bumrah,M de Lange,PP Ojha,S Gopal,_,_
907,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,V Sehwag,M Vohra,SE Marsh,_,_,_,_,_,_,VS Malik,SR Watson,JP Faulkner,KK Cooper,_,_
908,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,AM Rahane,KK Nair,SV Samson,_,_,_,_,_,_,L Balaji,BE Hendricks,R Dhawan,AR Patel,_,_
909,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,RR Rossouw,YV Takawale,VH Zol,V Kohli,Yuvraj Singh,_,_,_,_,A Nehra,S Badree,R Ashwin,MM Sharma,_,_
910,M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,DR Smith,F du Plessis,SK Raina,_,_,_,_,_,_,SB Jakati,R Rampaul,MA Starc,_,_,_
911,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,DA Warner,S Dhawan,NV Ojha,_,_,_,_,_,_,M Morkel,R Vinay Kumar,SP Narine,_,_,_
912,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,B Kumar,DW Steyn,JO Holder,_,_,_
913,Wankhede Stadium,1,Rajasthan Royals,Mumbai Indians,SR Watson,SV Samson,KK Nair,_,_,_,_,_,_,CJ Anderson,JJ Bumrah,PP Ojha,Harbhajan Singh,_,_
914,Wankhede Stadium,2,Mumbai Indians,Rajasthan Royals,LMP Simmons,MEK Hussey,CJ Anderson,KA Pollard,RG Sharma,_,_,_,_,JP Faulkner,DS Kulkarni,SR Watson,KK Cooper,_,_
915,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,KP Pietersen,MA Agarwal,KD Karthik,KM Jadhav,_,_,_,_,_,P Awana,AR Patel,MG Johnson,_,_,_
916,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,V Sehwag,M Vohra,GJ Maxwell,DA Miller,_,_,_,_,_,Mohammed Shami,JD Unadkat,JDS Neesham,_,_,_
917,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,P Awana,MG Johnson,AR Patel,R Dhawan,_,_
918,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,V Sehwag,M Vohra,WP Saha,GJ Maxwell,_,_,_,_,_,M Morkel,UT Yadav,SP Narine,Shakib Al Hasan,_,_
919,Brabourne Stadium,1,Mumbai Indians,Chennai Super Kings,LMP Simmons,MEK Hussey,_,_,_,_,_,_,_,A Nehra,IC Pandey,MM Sharma,_,_,_
920,Brabourne Stadium,2,Chennai Super Kings,Mumbai Indians,DR Smith,F du Plessis,_,_,_,_,_,_,_,P Kumar,CJ Anderson,JJ Bumrah,_,_,_
921,Wankhede Stadium,1,Kings XI Punjab,Chennai Super Kings,V Sehwag,M Vohra,_,_,_,_,_,_,_,A Nehra,IC Pandey,MM Sharma,_,_,_
922,Wankhede Stadium,2,Chennai Super Kings,Kings XI Punjab,DR Smith,F du Plessis,SK Raina,BB McCullum,_,_,_,_,_,MG Johnson,Sandeep Sharma,P Awana,_,_,_
923,M Chinnaswamy Stadium,1,Kings XI Punjab,Kolkata Knight Riders,V Sehwag,M Vohra,GJ Bailey,WP Saha,_,_,_,_,_,M Morkel,UT Yadav,SP Narine,_,_,_
924,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,MG Johnson,L Balaji,P Awana,_,_,_
925,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Kolkata Knight Riders,M Vijay,V Sehwag,WP Saha,GJ Maxwell,GJ Bailey,_,_,_,_,UT Yadav,M Morkel,AD Russell,_,_,_
926,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,G Gambhir,MK Pandey,SA Yadav,_,_,_,_,_,Sandeep Sharma,Anureet Singh,MG Johnson,_,_,_
927,"Sardar Patel Stadium, Motera",1,Chennai Super Kings,Rajasthan Royals,DR Smith,BB McCullum,SK Raina,F du Plessis,_,_,_,_,_,Ankit Sharma,CH Morris,PV Tambe,DJ Hooda,JP Faulkner,_
928,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Chennai Super Kings,AM Rahane,SR Watson,_,_,_,_,_,_,_,IC Pandey,A Nehra,MM Sharma,_,_,_
929,M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,LMP Simmons,PA Patel,UBT Chand,_,_,_,_,_,_,Iqbal Abdulla,VR Aaron,AN Ahmed,D Wiese,_,_
930,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MS Bisla,V Kohli,_,_,_,_,_,_,MJ McClenaghan,SL Malinga,Harbhajan Singh,JJ Bumrah,_,_
931,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,MA Agarwal,SS Iyer,JP Duminy,MK Tiwary,_,_,_,_,_,UT Yadav,M Morkel,SP Narine,AD Russell,_,_
932,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,RV Uthappa,G Gambhir,MK Pandey,SA Yadav,_,_,_,_,_,DJ Muthuswami,NM Coulter-Nile,AD Mathews,_,_,_
933,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Kings XI Punjab,AM Rahane,SR Watson,_,_,_,_,_,_,_,Sandeep Sharma,Anureet Singh,MG Johnson,_,_,_
934,"Sardar Patel Stadium, Motera",2,Kings XI Punjab,Rajasthan Royals,M Vijay,V Sehwag,SE Marsh,_,_,_,_,_,_,CH Morris,STR Binny,JP Faulkner,PV Tambe,_,_
935,"Sardar Patel Stadium, Motera",3,Kings XI Punjab,Rajasthan Royals,DA Miller,SE Marsh,GJ Maxwell,_,_,_,_,_,_,CH Morris,_,_,_,_,_
936,"Sardar Patel Stadium, Motera",4,Rajasthan Royals,Kings XI Punjab,SR Watson,JP Faulkner,SPD Smith,_,_,_,_,_,_,MG Johnson,_,_,_,_,_
937,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,S Dhawan,DA Warner,_,_,_,_,_,_,_,J Botha,M Morkel,SP Narine,_,_,_
938,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,G Gambhir,MK Pandey,AD Russell,_,_,_,_,_,DW Steyn,B Kumar,P Kumar,KV Sharma,MC Henriques,_
939,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,DR Smith,BB McCullum,SK Raina,_,_,_,_,_,_,MA Starc,YS Chahal,HV Patel,D Wiese,_,_
940,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,MS Bisla,RR Rossouw,V Kohli,KD Karthik,_,_,_,_,_,IC Pandey,A Nehra,MM Sharma,_,_,_
941,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,MA Agarwal,SS Iyer,JP Duminy,_,_,_,_,_,_,MJ McClenaghan,SL Malinga,JJ Bumrah,Harbhajan Singh,_,_
942,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,LMP Simmons,PA Patel,UBT Chand,_,_,_,_,_,_,NM Coulter-Nile,DJ Muthuswami,JP Duminy,AD Mathews,_,_
943,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Royal Challengers Bangalore,AM Rahane,SR Watson,SPD Smith,KK Nair,_,_,_,_,_,MA Starc,Iqbal Abdulla,HV Patel,YS Chahal,_,_
944,"Sardar Patel Stadium, Motera",2,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,V Kohli,AB de Villiers,_,_,_,_,_,_,CH Morris,DS Kulkarni,SR Watson,JP Faulkner,_,_
945,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,RG Sharma,AJ Finch,AP Tare,AT Rayudu,CJ Anderson,_,_,_,_,UT Yadav,M Morkel,Shakib Al Hasan,_,_,_
946,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,SL Malinga,R Vinay Kumar,CJ Anderson,JJ Bumrah,_,_
947,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,DR Smith,BB McCullum,SK Raina,F du Plessis,_,_,_,_,_,JA Morkel,NM Coulter-Nile,DJ Muthuswami,_,_,_
948,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,MA Agarwal,CM Gautam,JA Morkel,SS Iyer,KM Jadhav,_,_,_,_,A Nehra,MM Sharma,_,_,_,_
949,Maharashtra Cricket Association Stadium,1,Rajasthan Royals,Kings XI Punjab,AM Rahane,SV Samson,SPD Smith,KK Nair,_,_,_,_,_,Sandeep Sharma,Anureet Singh,AR Patel,_,_,_
950,Maharashtra Cricket Association Stadium,2,Kings XI Punjab,Rajasthan Royals,V Sehwag,M Vijay,WP Saha,GJ Maxwell,AR Patel,_,_,_,_,TG Southee,CH Morris,DS Kulkarni,JP Faulkner,_,_
951,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,SA Abbott,HV Patel,VR Aaron,AN Ahmed,_,_
952,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle,V Kohli,KD Karthik,_,_,_,_,_,_,M Morkel,SP Narine,KC Cariappa,_,_,_
953,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Sunrisers Hyderabad,DR Smith,BB McCullum,_,_,_,_,_,_,_,B Kumar,TA Boult,I Sharma,KV Sharma,_,_
954,"MA Chidambaram Stadium, Chepauk",2,Sunrisers Hyderabad,Chennai Super Kings,DA Warner,S Dhawan,KL Rahul,_,_,_,_,_,_,A Nehra,MM Sharma,_,_,_,_
955,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,MA Agarwal,SS Iyer,JP Duminy,_,_,_,_,_,_,TG Southee,CH Morris,DS Kulkarni,PV Tambe,DJ Hooda,_
956,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,AM Rahane,SV Samson,SPD Smith,_,_,_,_,_,_,JD Unadkat,NM Coulter-Nile,AD Mathews,_,_,_
957,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,M Vijay,V Sehwag,_,_,_,_,_,_,_,R Vinay Kumar,P Suyal,SL Malinga,_,_,_
958,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,RG Sharma,AJ Finch,AP Tare,AT Rayudu,CJ Anderson,_,_,_,_,Sandeep Sharma,Anureet Singh,MG Johnson,_,_,_
959,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,V Kohli,KD Karthik,_,_,_,_,_,_,TA Boult,B Kumar,P Kumar,_,_,_
960,M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,DA Warner,S Dhawan,_,_,_,_,_,_,_,SA Abbott,HV Patel,VR Aaron,AN Ahmed,_,_
961,"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,AJ Finch,PA Patel,UBT Chand,RG Sharma,_,_,_,_,_,TG Southee,CH Morris,DS Kulkarni,STR Binny,_,_
962,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,AM Rahane,SV Samson,SPD Smith,_,_,_,_,_,_,R Vinay Kumar,P Suyal,SL Malinga,_,_,_
963,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,M Vijay,V Sehwag,WP Saha,_,_,_,_,_,_,NM Coulter-Nile,DJ Muthuswami,AD Mathews,_,_,_
964,Maharashtra Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,MA Agarwal,SS Iyer,JP Duminy,_,_,_,_,_,_,Sandeep Sharma,Anureet Singh,MG Johnson,_,_,_
965,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,DA Warner,S Dhawan,KL Rahul,NV Ojha,EJG Morgan,_,_,_,_,TG Southee,CH Morris,DJ Hooda,DS Kulkarni,_,_
966,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,AM Rahane,SV Samson,_,_,_,_,_,_,_,B Kumar,TA Boult,P Kumar,_,_,_
967,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,LMP Simmons,PA Patel,CJ Anderson,RG Sharma,Harbhajan Singh,_,_,_,_,A Nehra,IC Pandey,MM Sharma,_,_,_
968,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,DR Smith,BB McCullum,_,_,_,_,_,_,_,P Suyal,SL Malinga,J Suchith,Harbhajan Singh,_,_
969,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,MA Agarwal,SS Iyer,JP Duminy,_,_,_,_,_,_,P Kumar,DW Steyn,B Kumar,_,_,_
970,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,S Dhawan,_,_,_,_,_,_,_,NM Coulter-Nile,JP Duminy,DJ Muthuswami,AD Mathews,_,_
971,Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,LMP Simmons,PA Patel,UBT Chand,_,_,_,_,_,_,TA Boult,B Kumar,DW Steyn,_,_,_
972,Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,S Dhawan,DA Warner,KL Rahul,_,_,_,_,_,_,Harbhajan Singh,MJ McClenaghan,SL Malinga,_,_,_
973,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kings XI Punjab,DR Smith,BB McCullum,SK Raina,_,_,_,_,_,_,Karanveer Singh,Sandeep Sharma,Anureet Singh,MG Johnson,_,_
974,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,Chennai Super Kings,M Vijay,V Sehwag,SE Marsh,GJ Bailey,_,_,_,_,_,IC Pandey,A Nehra,MM Sharma,_,_,_
975,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,MA Agarwal,SS Iyer,JP Duminy,Yuvraj Singh,_,_,_,_,_,MA Starc,VR Aaron,HV Patel,D Wiese,_,_
976,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,V Kohli,_,_,_,_,_,_,_,NM Coulter-Nile,DJ Muthuswami,Imran Tahir,JP Duminy,_,_
977,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,S Dhawan,GH Vihari,_,_,_,_,_,_,Sandeep Sharma,MG Johnson,Anureet Singh,_,_,_
978,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Sunrisers Hyderabad,M Vijay,M Vohra,SE Marsh,GJ Bailey,_,_,_,_,_,TA Boult,B Kumar,P Kumar,_,_,_
979,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,DR Smith,BB McCullum,SK Raina,_,_,_,_,_,_,PJ Cummins,UT Yadav,PP Chawla,_,_,_
980,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,RV Uthappa,G Gambhir,MK Pandey,SA Yadav,_,_,_,_,_,IC Pandey,A Nehra,MM Sharma,R Ashwin,_,_
981,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,DR Smith,BB McCullum,SK Raina,F du Plessis,DJ Bravo,MS Dhoni,_,_,_,PJ Cummins,UT Yadav,PP Chawla,GB Hogg,_,_
982,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,MM Sharma,A Nehra,_,_,_,_
983,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,_,_,_,_,_,TG Southee,DS Kulkarni,JP Faulkner,SR Watson,_,_
984,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,V Sehwag,M Vohra,SE Marsh,WP Saha,DA Miller,GJ Bailey,_,_,_,Z Khan,JP Duminy,NM Coulter-Nile,_,_,_
985,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,MA Agarwal,SS Iyer,_,_,_,_,_,_,_,Sandeep Sharma,SN Thakur,Anureet Singh,_,_,_
986,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,LMP Simmons,PA Patel,UBT Chand,_,_,_,_,_,_,TG Southee,DS Kulkarni,J Theron,SR Watson,_,_
987,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,AM Rahane,SR Watson,SV Samson,_,_,_,_,_,_,MJ McClenaghan,SL Malinga,R Vinay Kumar,J Suchith,_,_
988,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,G Gambhir,AD Russell,_,_,_,_,_,_,MA Starc,VR Aaron,HV Patel,D Wiese,YS Chahal,_
989,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,_,_,_,_,_,PJ Cummins,UT Yadav,GB Hogg,PP Chawla,_,_
990,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Chennai Super Kings,DA Warner,S Dhawan,_,_,_,_,_,_,_,MM Sharma,A Nehra,RG More,_,_,_
991,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,Sunrisers Hyderabad,DR Smith,BB McCullum,SK Raina,F du Plessis,_,_,_,_,_,TA Boult,B Kumar,P Kumar,MC Henriques,_,_
992,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,Kings XI Punjab,LMP Simmons,PA Patel,_,_,_,_,_,_,_,Sandeep Sharma,Anureet Singh,MG Johnson,AR Patel,_,_
993,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Mumbai Indians,M Vijay,V Sehwag,GJ Maxwell,DA Miller,_,_,_,_,_,MJ McClenaghan,SL Malinga,R Vinay Kumar,J Suchith,_,_
994,Brabourne Stadium,1,Rajasthan Royals,Delhi Daredevils,AM Rahane,SR Watson,_,_,_,_,_,_,_,Z Khan,GS Sandhu,NM Coulter-Nile,_,_,_
995,Brabourne Stadium,2,Delhi Daredevils,Rajasthan Royals,MA Agarwal,SS Iyer,JP Duminy,Yuvraj Singh,_,_,_,_,_,TG Southee,DS Kulkarni,STR Binny,SR Watson,_,_
996,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Royal Challengers Bangalore,DR Smith,BB McCullum,SK Raina,F du Plessis,_,_,_,_,_,MA Starc,YS Chahal,D Wiese,HV Patel,_,_
997,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,Chennai Super Kings,NJ Maddinson,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,_,_,_,_,IC Pandey,A Nehra,MM Sharma,_,_,_
998,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,B Kumar,DW Steyn,P Kumar,MC Henriques,_,_
999,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,DA Warner,S Dhawan,NV Ojha,MC Henriques,EJG Morgan,_,_,_,_,UT Yadav,AD Russell,J Botha,GB Hogg,_,_
1000,Wankhede Stadium,1,Delhi Daredevils,Mumbai Indians,MA Agarwal,SS Iyer,JP Duminy,KM Jadhav,_,_,_,_,_,SL Malinga,MJ McClenaghan,R Vinay Kumar,Harbhajan Singh,_,_
1001,Wankhede Stadium,2,Mumbai Indians,Delhi Daredevils,LMP Simmons,PA Patel,HH Pandya,RG Sharma,Harbhajan Singh,AT Rayudu,_,_,_,Z Khan,NM Coulter-Nile,AD Mathews,_,_,_
1002,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,V Kohli,_,_,_,_,_,_,_,Sandeep Sharma,MG Johnson,Anureet Singh,_,_,_
1003,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,M Vijay,M Vohra,WP Saha,GJ Maxwell,DA Miller,GJ Bailey,_,_,_,MA Starc,S Aravind,HV Patel,_,_,_
1004,Brabourne Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,S Dhawan,DA Warner,MC Henriques,_,_,_,_,_,_,DJ Hooda,CH Morris,DS Kulkarni,SR Watson,JP Faulkner,_
1005,Brabourne Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,AM Rahane,SR Watson,SPD Smith,KK Nair,_,_,_,_,_,B Kumar,P Kumar,I Sharma,_,_,_
1006,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,Z Khan,JA Morkel,JP Duminy,_,_,_
1007,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,MK Tiwary,SS Iyer,_,_,_,_,_,_,_,UT Yadav,AD Russell,SP Narine,_,_,_
1008,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Mumbai Indians,DR Smith,BB McCullum,SK Raina,_,_,_,_,_,_,MJ McClenaghan,M de Lange,J Suchith,R Vinay Kumar,_,_
1009,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,Chennai Super Kings,LMP Simmons,PA Patel,_,_,_,_,_,_,_,R Ashwin,MM Sharma,A Nehra,_,_,_
1010,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,M Vijay,M Vohra,WP Saha,_,_,_,_,_,_,UT Yadav,AD Russell,SP Narine,J Botha,_,_
