,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Score
556,34,2,5,8,350,335,-1,-1,-1,-1,-1,-1,-1,324,424,386,244,-1,-1,48
557,26,1,14,11,557,543,300,-1,-1,-1,-1,-1,-1,1,391,253,-1,-1,-1,37
558,26,2,11,14,398,44,-1,-1,-1,-1,-1,-1,-1,588,407,145,-1,-1,-1,48
559,31,1,9,3,211,320,474,437,-1,-1,-1,-1,-1,196,292,555,-1,-1,-1,28
560,31,2,3,9,150,559,262,-1,-1,-1,-1,-1,-1,29,10,279,-1,-1,-1,61
561,22,1,5,8,350,335,479,-1,-1,-1,-1,-1,-1,418,424,111,324,-1,-1,44
562,22,2,8,5,216,500,-1,-1,-1,-1,-1,-1,-1,369,80,365,-1,-1,-1,40
563,31,1,1,9,377,448,114,-1,-1,-1,-1,-1,-1,10,29,326,75,-1,-1,50
564,31,2,9,1,320,211,474,437,-1,-1,-1,-1,-1,66,227,332,206,-1,-1,44
565,9,1,3,8,150,559,-1,-1,-1,-1,-1,-1,-1,485,424,405,-1,-1,-1,54
566,9,2,8,3,27,500,416,249,59,-1,-1,-1,-1,196,456,292,555,-1,-1,49
567,8,1,7,14,83,168,-1,-1,-1,-1,-1,-1,-1,588,145,261,407,-1,-1,46
568,8,2,14,7,543,104,557,26,508,-1,-1,-1,-1,582,77,498,217,-1,-1,35
569,16,1,5,0,335,479,-1,-1,-1,-1,-1,-1,-1,260,208,394,470,-1,-1,43
570,16,2,0,5,164,446,482,-1,-1,-1,-1,-1,-1,369,80,95,365,71,-1,48
571,9,1,3,11,150,559,262,283,-1,-1,-1,-1,-1,18,391,13,253,-1,-1,42
572,9,2,11,3,398,44,-1,-1,-1,-1,-1,-1,-1,196,456,292,555,-1,-1,40
573,34,1,1,8,377,448,197,-1,-1,-1,-1,-1,-1,187,424,324,485,-1,-1,38
574,34,2,8,1,413,500,416,249,-1,-1,-1,-1,-1,159,558,157,-1,-1,-1,31
575,16,1,0,7,164,309,482,134,-1,-1,-1,-1,-1,200,77,582,498,-1,-1,43
576,16,2,7,0,168,83,217,-1,-1,-1,-1,-1,-1,470,208,394,-1,-1,-1,37
577,26,1,11,3,398,44,-1,-1,-1,-1,-1,-1,-1,196,555,292,456,-1,-1,56
578,26,2,3,11,150,559,262,-1,-1,-1,-1,-1,-1,18,391,501,13,-1,-1,61
579,1,1,1,9,377,448,114,248,-1,-1,-1,-1,-1,326,571,10,75,-1,-1,33
580,1,2,9,1,320,313,474,-1,-1,-1,-1,-1,-1,66,227,558,159,-1,-1,48
581,15,1,14,5,300,104,557,-1,-1,-1,-1,-1,-1,369,417,365,-1,-1,-1,33
582,15,2,5,14,335,479,350,-1,-1,-1,-1,-1,-1,588,407,25,-1,-1,-1,53
583,31,1,8,9,216,500,-1,-1,-1,-1,-1,-1,-1,288,24,571,75,10,-1,42
584,31,2,9,8,437,211,313,-1,-1,-1,-1,-1,-1,485,324,187,-1,-1,-1,37
585,16,1,0,1,164,297,482,-1,-1,-1,-1,-1,-1,66,159,558,157,-1,-1,56
586,16,2,1,0,377,448,114,-1,-1,-1,-1,-1,-1,93,208,134,394,-1,-1,47
587,22,1,11,5,398,44,501,-1,-1,-1,-1,-1,-1,369,417,365,-1,-1,-1,64
588,22,2,5,11,479,335,350,137,-1,-1,-1,-1,-1,18,501,513,203,-1,-1,33
589,8,1,7,9,168,83,-1,-1,-1,-1,-1,-1,-1,288,24,75,571,-1,-1,68
590,8,2,9,7,437,313,320,499,-1,-1,-1,-1,-1,200,299,-1,-1,-1,-1,45
591,34,1,0,8,297,164,482,-1,-1,-1,-1,-1,-1,418,424,324,485,-1,-1,52
592,34,2,8,0,216,500,416,-1,-1,-1,-1,-1,-1,93,208,394,-1,-1,-1,46
593,15,1,1,14,135,448,-1,-1,-1,-1,-1,-1,-1,588,8,371,-1,-1,-1,46
594,15,2,14,1,543,104,-1,-1,-1,-1,-1,-1,-1,448,159,558,64,-1,-1,46
595,9,1,3,7,128,559,150,283,-1,-1,-1,-1,-1,77,382,217,498,-1,-1,50
596,9,2,7,3,83,168,-1,-1,-1,-1,-1,-1,-1,196,456,292,555,-1,-1,60
597,23,1,5,1,335,479,-1,-1,-1,-1,-1,-1,-1,19,558,206,448,-1,-1,51
598,23,2,1,5,135,448,377,114,-1,-1,-1,-1,-1,428,369,385,365,71,-1,40
599,31,1,9,11,474,313,437,-1,-1,-1,-1,-1,-1,18,513,501,203,-1,-1,35
600,31,2,11,9,398,44,501,-1,-1,-1,-1,-1,-1,571,75,288,10,-1,-1,49
601,34,1,8,14,216,500,416,249,-1,-1,-1,-1,-1,588,407,186,-1,-1,-1,25
602,34,2,14,8,543,104,-1,-1,-1,-1,-1,-1,-1,485,424,-1,-1,-1,-1,35
603,23,1,1,3,135,448,248,114,-1,-1,-1,-1,-1,35,196,292,562,-1,-1,33
604,23,2,3,1,559,128,360,-1,-1,-1,-1,-1,-1,448,546,332,0,-1,-1,64
605,26,1,11,0,398,44,501,510,-1,-1,-1,-1,-1,208,93,-1,-1,-1,-1,28
606,26,2,0,11,309,297,482,-1,-1,-1,-1,-1,-1,501,391,513,-1,-1,-1,36
607,31,1,14,9,104,543,-1,-1,-1,-1,-1,-1,-1,242,29,75,-1,-1,-1,66
608,31,2,9,14,307,313,320,437,49,-1,-1,-1,-1,588,407,186,261,-1,-1,50
609,16,1,3,0,128,559,360,150,579,577,-1,-1,-1,93,208,-1,-1,-1,-1,27
610,16,2,0,3,309,297,-1,-1,-1,-1,-1,-1,-1,292,555,562,-1,-1,-1,45
611,8,1,8,7,183,500,416,-1,-1,-1,-1,-1,-1,520,77,498,-1,-1,-1,49
612,8,2,7,8,330,168,217,321,-1,-1,-1,-1,-1,324,386,485,-1,-1,-1,32
613,22,1,1,5,448,377,-1,-1,-1,-1,-1,-1,-1,369,137,417,365,71,-1,47
614,22,2,5,1,350,335,479,71,-1,-1,-1,-1,-1,159,546,157,19,-1,-1,44
615,26,1,11,9,398,44,501,-1,-1,-1,-1,-1,-1,288,10,75,404,-1,-1,45
616,26,2,9,11,474,211,437,49,108,499,-1,-1,-1,1,501,513,-1,-1,-1,33
617,15,1,14,8,104,543,557,508,-1,-1,-1,-1,-1,324,424,485,-1,-1,-1,40
618,15,2,8,14,183,500,416,249,59,-1,-1,-1,-1,588,407,186,-1,-1,-1,32
619,8,1,7,0,168,83,-1,-1,-1,-1,-1,-1,-1,470,93,394,-1,-1,-1,50
620,8,2,0,7,309,297,-1,-1,-1,-1,-1,-1,-1,299,272,498,217,-1,-1,51
621,9,1,5,3,335,479,350,137,-1,-1,-1,-1,-1,196,579,292,562,-1,-1,47
622,9,2,3,5,128,559,579,150,283,360,-1,-1,-1,369,71,365,-1,-1,-1,37
623,34,1,7,8,168,83,217,321,-1,-1,-1,-1,-1,324,424,485,-1,-1,-1,32
624,34,2,8,7,183,500,-1,-1,-1,-1,-1,-1,-1,272,520,498,200,-1,-1,26
625,9,1,14,3,104,543,557,-1,-1,-1,-1,-1,-1,196,555,562,35,-1,-1,42
626,9,2,3,14,553,128,579,150,-1,-1,-1,-1,-1,543,588,407,186,-1,-1,51
627,11,1,0,5,297,309,482,331,-1,-1,-1,-1,-1,369,417,71,-1,-1,-1,25
628,11,2,5,0,28,335,-1,-1,-1,-1,-1,-1,-1,93,208,394,-1,-1,-1,43
629,23,1,11,1,398,44,501,-1,-1,-1,-1,-1,-1,227,159,332,558,-1,-1,41
630,23,2,1,11,378,448,-1,-1,-1,-1,-1,-1,-1,1,501,513,203,-1,-1,58
631,11,1,5,3,28,335,379,137,476,71,-1,-1,-1,292,555,-1,-1,-1,-1,20
632,11,2,3,5,553,128,-1,-1,-1,-1,-1,-1,-1,369,417,365,-1,-1,-1,44
633,31,1,7,9,83,168,217,-1,-1,-1,-1,-1,-1,10,37,571,75,-1,-1,27
634,31,2,9,7,437,211,313,-1,-1,-1,-1,-1,-1,272,520,200,498,-1,-1,40
635,23,1,1,14,448,378,248,114,227,-1,-1,-1,-1,588,407,371,293,-1,-1,23
636,23,2,14,1,104,543,557,508,26,-1,-1,-1,-1,159,332,-1,-1,-1,-1,40
637,26,1,11,8,398,44,501,510,-1,-1,-1,-1,-1,424,155,485,-1,-1,-1,31
638,26,2,8,11,500,154,-1,-1,-1,-1,-1,-1,-1,1,501,513,169,-1,-1,44
639,31,1,7,3,83,168,217,-1,-1,-1,-1,-1,-1,196,555,292,562,-1,-1,48
640,31,2,3,7,128,559,360,150,-1,-1,-1,-1,-1,272,520,217,498,-1,-1,49
641,15,1,0,8,297,309,482,446,-1,-1,-1,-1,-1,187,155,424,485,-1,-1,30
642,15,2,8,0,500,154,416,-1,-1,-1,-1,-1,-1,470,93,394,-1,-1,-1,54
643,16,1,0,3,297,309,-1,-1,-1,-1,-1,-1,-1,528,555,35,562,-1,-1,52
644,16,2,3,0,150,128,559,283,-1,-1,-1,-1,-1,93,208,-1,-1,-1,-1,46
645,16,1,0,7,309,297,-1,-1,-1,-1,-1,-1,-1,77,520,498,-1,-1,-1,54
646,16,2,7,0,330,168,217,-1,-1,-1,-1,-1,-1,93,208,394,-1,-1,-1,56
647,8,1,3,7,553,128,150,306,-1,-1,-1,-1,-1,77,217,272,498,-1,-1,45
648,8,2,7,3,330,168,217,-1,-1,-1,-1,-1,-1,196,10,555,-1,-1,-1,46
649,15,1,14,8,104,543,557,300,-1,-1,-1,-1,-1,311,324,218,213,-1,-1,31
650,15,2,8,14,435,500,-1,-1,-1,-1,-1,-1,-1,212,157,407,293,-1,-1,38
651,23,1,16,9,378,377,248,-1,-1,-1,-1,-1,-1,326,75,24,-1,-1,-1,38
652,23,2,9,16,437,320,-1,-1,-1,-1,-1,-1,-1,159,193,357,-1,-1,-1,27
653,9,1,11,3,308,44,398,-1,-1,-1,-1,-1,-1,196,10,555,35,-1,-1,45
654,9,2,3,11,128,553,150,-1,-1,-1,-1,-1,-1,445,462,-1,-1,-1,-1,39
655,16,1,8,0,435,500,249,416,-1,-1,-1,-1,-1,148,54,-1,-1,-1,-1,41
656,16,2,0,8,309,297,482,134,-1,-1,-1,-1,-1,311,324,187,-1,-1,-1,36
657,23,1,14,16,104,543,557,254,-1,-1,-1,-1,-1,159,173,193,66,-1,-1,40
658,23,2,16,14,378,377,114,173,-1,-1,-1,-1,-1,212,305,288,-1,-1,-1,37
659,23,3,16,14,357,114,-1,-1,-1,-1,-1,-1,-1,407,-1,-1,-1,-1,-1,20
660,23,4,14,16,104,557,-1,-1,-1,-1,-1,-1,-1,159,-1,-1,-1,-1,-1,15
661,31,1,9,5,437,320,542,326,-1,-1,-1,-1,-1,369,417,71,365,-1,-1,24
662,31,2,5,9,28,335,298,-1,-1,-1,-1,-1,-1,75,24,33,-1,-1,-1,56
663,26,1,11,7,501,44,398,-1,-1,-1,-1,-1,-1,77,342,498,-1,-1,-1,35
664,26,2,7,11,330,168,217,321,-1,-1,-1,-1,-1,462,513,405,253,-1,-1,40
665,15,1,16,14,378,377,248,-1,-1,-1,-1,-1,-1,424,407,212,293,-1,-1,40
666,15,2,14,16,300,104,557,-1,-1,-1,-1,-1,-1,173,159,193,357,-1,-1,47
667,34,1,8,3,435,500,249,416,-1,-1,-1,-1,-1,196,10,292,555,-1,-1,38
668,34,2,3,8,553,128,150,306,-1,-1,-1,-1,-1,187,485,311,-1,-1,-1,46
669,22,1,5,0,335,28,298,137,-1,-1,-1,-1,-1,148,54,105,-1,-1,-1,43
670,22,2,0,5,297,309,-1,-1,-1,-1,-1,-1,-1,369,417,71,365,-1,-1,38
671,15,1,7,14,330,168,217,-1,-1,-1,-1,-1,-1,305,424,212,293,-1,-1,44
672,15,2,14,7,104,300,557,-1,-1,-1,-1,-1,-1,399,217,498,-1,-1,-1,43
673,31,1,11,9,308,44,398,-1,-1,-1,-1,-1,-1,75,24,33,404,-1,-1,44
674,31,2,9,11,437,39,283,-1,-1,-1,-1,-1,-1,189,462,228,253,-1,-1,64
675,9,1,3,16,128,559,150,306,203,-1,-1,-1,-1,159,193,357,64,-1,-1,29
676,9,2,16,3,378,377,248,-1,-1,-1,-1,-1,-1,196,451,292,555,-1,-1,38
677,34,1,8,9,435,500,-1,-1,-1,-1,-1,-1,-1,39,75,24,404,33,-1,48
678,34,2,9,8,39,437,283,587,542,33,-1,-1,-1,311,386,187,485,-1,-1,40
679,16,1,14,0,104,300,557,-1,-1,-1,-1,-1,-1,148,105,325,-1,-1,-1,33
680,16,2,0,14,309,297,482,446,-1,-1,-1,-1,-1,402,424,407,157,-1,-1,31
681,26,1,5,11,335,28,298,137,179,-1,-1,-1,-1,1,462,253,-1,-1,-1,34
682,26,2,11,5,501,44,398,-1,-1,-1,-1,-1,-1,369,417,365,-1,-1,-1,48
683,8,1,7,16,330,168,-1,-1,-1,-1,-1,-1,-1,159,173,193,357,-1,-1,48
684,8,2,16,7,377,114,-1,-1,-1,-1,-1,-1,-1,272,491,498,-1,-1,-1,39
685,16,1,9,0,437,39,-1,-1,-1,-1,-1,-1,-1,148,408,394,-1,-1,-1,48
686,16,2,0,9,443,297,482,446,-1,-1,-1,-1,-1,75,24,329,-1,-1,-1,38
687,22,1,5,7,28,335,298,-1,-1,-1,-1,-1,-1,272,217,491,498,-1,-1,35
688,22,2,7,5,330,168,217,161,-1,-1,-1,-1,-1,369,71,332,-1,-1,-1,45
689,15,1,3,14,128,559,306,-1,-1,-1,-1,-1,-1,402,424,212,407,-1,-1,43
690,15,2,14,3,104,256,557,26,-1,-1,-1,-1,-1,10,292,196,-1,-1,-1,48
691,15,3,14,3,104,26,-1,-1,-1,-1,-1,-1,-1,555,-1,-1,-1,-1,-1,15
692,15,4,3,14,128,90,196,-1,-1,-1,-1,-1,-1,402,-1,-1,-1,-1,-1,11
693,31,1,16,9,377,393,173,114,84,264,-1,-1,-1,75,24,33,-1,-1,-1,25
694,31,2,9,16,437,39,542,499,-1,-1,-1,-1,-1,193,159,357,-1,-1,-1,41
695,26,1,11,8,501,44,-1,-1,-1,-1,-1,-1,-1,311,485,397,386,-1,-1,58
696,26,2,8,11,500,435,249,416,-1,-1,-1,-1,-1,1,18,228,-1,-1,-1,26
697,9,1,0,3,309,297,482,-1,-1,-1,-1,-1,-1,456,196,292,555,-1,-1,39
698,9,2,3,0,128,559,306,150,91,258,-1,-1,-1,208,325,105,-1,-1,-1,32
699,23,1,5,16,335,28,379,-1,-1,-1,-1,-1,-1,173,159,193,357,-1,-1,36
700,23,2,16,5,393,378,173,-1,-1,-1,-1,-1,-1,369,32,71,-1,-1,-1,33
701,15,1,11,14,501,44,398,510,-1,-1,-1,-1,-1,402,424,212,-1,-1,-1,31
702,15,2,14,11,543,104,-1,-1,-1,-1,-1,-1,-1,1,462,513,228,-1,-1,48
703,8,1,7,0,168,582,217,-1,-1,-1,-1,-1,-1,208,325,105,-1,-1,-1,47
704,8,2,0,7,309,394,297,-1,-1,-1,-1,-1,-1,272,491,498,-1,-1,-1,27
705,9,1,8,3,154,500,249,416,-1,-1,-1,-1,-1,196,456,414,555,-1,-1,24
706,9,2,3,8,150,559,-1,-1,-1,-1,-1,-1,-1,485,218,324,-1,-1,-1,60
707,22,1,9,5,437,39,-1,-1,-1,-1,-1,-1,-1,369,71,365,-1,-1,-1,48
708,22,2,5,9,28,335,71,298,-1,-1,-1,-1,-1,75,82,24,404,-1,-1,55
709,16,1,11,0,501,44,-1,-1,-1,-1,-1,-1,-1,325,225,105,394,-1,-1,55
710,16,2,0,11,297,309,482,-1,-1,-1,-1,-1,-1,1,405,228,253,-1,-1,58
711,9,1,3,5,150,559,414,128,-1,-1,-1,-1,-1,369,365,188,-1,-1,-1,40
712,9,2,5,3,28,335,276,127,298,-1,-1,-1,-1,196,10,203,414,555,-1,56
713,15,1,14,9,104,543,-1,-1,-1,-1,-1,-1,-1,75,195,24,329,-1,-1,62
714,15,2,9,14,437,39,587,279,499,329,-1,-1,-1,288,424,402,212,-1,-1,43
715,8,1,7,8,582,168,217,-1,-1,-1,-1,-1,-1,187,311,485,386,-1,-1,61
716,8,2,8,7,154,500,249,-1,-1,-1,-1,-1,-1,272,200,498,491,-1,-1,42
717,16,1,16,0,393,448,173,114,7,-1,-1,-1,-1,325,225,394,-1,-1,-1,40
718,16,2,0,16,309,297,-1,-1,-1,-1,-1,-1,-1,142,193,159,264,7,-1,58
719,8,1,5,7,28,335,-1,-1,-1,-1,-1,-1,-1,272,491,498,-1,-1,-1,45
720,8,2,7,5,330,168,582,217,-1,-1,-1,-1,-1,369,71,80,-1,-1,-1,45
721,26,1,16,11,378,448,248,173,264,357,142,-1,-1,1,228,501,-1,-1,-1,29
722,26,2,11,16,398,44,501,-1,-1,-1,-1,-1,-1,159,193,357,-1,-1,-1,30
723,34,1,8,14,154,500,249,-1,-1,-1,-1,-1,-1,402,424,212,407,-1,-1,52
724,34,2,14,8,104,543,557,-1,-1,-1,-1,-1,-1,311,485,155,-1,-1,-1,35
725,27,1,3,9,150,559,553,-1,-1,-1,-1,-1,-1,75,265,24,-1,-1,-1,37
726,27,2,9,3,437,39,-1,-1,-1,-1,-1,-1,-1,196,555,292,10,-1,-1,43
727,16,1,0,7,572,309,-1,-1,-1,-1,-1,-1,-1,582,342,272,498,217,-1,67
728,16,2,7,0,330,168,83,-1,-1,-1,-1,-1,-1,148,325,105,-1,-1,-1,63
729,34,1,8,5,154,500,249,-1,-1,-1,-1,-1,-1,369,71,-1,-1,-1,-1,36
730,34,2,5,8,335,479,298,137,-1,-1,-1,-1,-1,311,485,155,-1,-1,-1,55
731,26,1,14,11,9,104,557,-1,-1,-1,-1,-1,-1,1,228,462,501,-1,-1,55
732,26,2,11,14,398,44,511,-1,-1,-1,-1,-1,-1,402,424,407,305,-1,-1,45
733,31,1,0,9,309,572,482,446,-1,-1,-1,-1,-1,404,75,265,-1,-1,-1,29
734,31,2,9,0,437,39,542,587,499,279,-1,-1,-1,408,208,325,105,-1,-1,46
735,27,1,7,3,330,168,582,217,161,-1,-1,-1,-1,196,10,555,292,-1,-1,37
736,27,2,3,7,150,559,553,128,-1,-1,-1,-1,-1,77,272,217,498,-1,-1,34
737,23,1,8,16,154,500,249,416,-1,-1,-1,-1,-1,264,159,193,357,-1,-1,41
738,23,2,16,8,378,448,248,-1,-1,-1,-1,-1,-1,311,155,187,485,-1,-1,36
739,16,1,0,5,572,309,482,-1,-1,-1,-1,-1,-1,369,137,365,-1,-1,-1,36
740,16,2,5,0,276,335,479,-1,-1,-1,-1,-1,-1,208,325,-1,-1,-1,-1,36
741,31,1,14,9,508,104,-1,-1,-1,-1,-1,-1,-1,75,82,542,33,-1,-1,30
742,31,2,9,14,437,39,542,-1,-1,-1,-1,-1,-1,288,424,305,407,-1,-1,39
743,8,1,11,7,501,44,228,511,-1,-1,-1,-1,-1,457,491,200,-1,-1,-1,34
744,8,2,7,11,168,330,217,-1,-1,-1,-1,-1,-1,18,228,501,-1,-1,-1,48
745,23,1,3,16,150,559,553,-1,-1,-1,-1,-1,-1,159,193,357,-1,-1,-1,26
746,23,2,16,3,377,448,0,-1,-1,-1,-1,-1,-1,196,555,10,203,-1,-1,41
747,34,1,8,0,154,500,-1,-1,-1,-1,-1,-1,-1,408,325,105,-1,-1,-1,32
748,34,2,0,8,309,297,482,446,134,394,-1,-1,-1,311,376,187,-1,-1,-1,32
749,26,1,9,11,437,39,-1,-1,-1,-1,-1,-1,-1,1,228,501,253,-1,-1,61
750,26,2,11,9,398,44,-1,-1,-1,-1,-1,-1,-1,75,242,571,-1,-1,-1,53
751,22,1,14,5,103,104,-1,-1,-1,-1,-1,-1,-1,369,365,332,312,-1,-1,58
752,22,2,5,14,335,479,179,137,-1,-1,-1,-1,-1,402,424,305,407,-1,-1,41
753,26,1,3,11,150,559,115,128,-1,-1,-1,-1,-1,513,228,501,510,-1,-1,42
754,26,2,11,3,398,44,-1,-1,-1,-1,-1,-1,-1,451,555,292,22,-1,-1,49
755,34,1,8,7,154,500,-1,-1,-1,-1,-1,-1,-1,272,399,498,-1,-1,-1,41
756,34,2,7,8,330,168,217,-1,-1,-1,-1,-1,-1,311,46,386,485,-1,-1,38
757,23,1,0,16,309,297,482,-1,-1,-1,-1,-1,-1,159,193,357,-1,-1,-1,50
758,23,2,16,0,377,448,248,173,-1,-1,-1,-1,-1,325,225,394,-1,-1,-1,49
759,22,1,5,11,335,28,479,-1,-1,-1,-1,-1,-1,1,462,228,-1,-1,-1,37
760,22,2,11,5,398,44,501,-1,-1,-1,-1,-1,-1,369,95,365,385,-1,-1,38
761,31,1,7,9,330,168,217,-1,-1,-1,-1,-1,-1,571,242,75,392,-1,-1,50
762,31,2,9,7,437,39,587,552,-1,-1,-1,-1,-1,200,272,217,498,-1,-1,34
763,9,1,14,3,103,104,557,305,-1,-1,-1,-1,-1,292,196,451,555,-1,-1,40
764,9,2,3,14,150,559,553,128,-1,-1,-1,-1,-1,402,305,212,407,-1,-1,49
765,31,1,9,8,437,39,320,587,-1,-1,-1,-1,-1,311,46,485,-1,-1,-1,36
766,31,2,8,9,154,500,249,416,-1,-1,-1,-1,-1,24,75,265,82,-1,-1,37
767,22,1,16,5,377,448,173,114,-1,-1,-1,-1,-1,369,365,188,516,-1,-1,37
768,22,2,5,16,28,335,479,-1,-1,-1,-1,-1,-1,159,193,357,-1,-1,-1,41
769,26,1,0,11,309,297,-1,-1,-1,-1,-1,-1,-1,564,228,501,-1,-1,-1,37
770,26,2,11,0,398,44,228,511,501,-1,-1,-1,-1,325,225,-1,-1,-1,-1,24
771,13,1,14,7,103,104,557,-1,-1,-1,-1,-1,-1,491,272,498,-1,-1,-1,22
772,13,2,7,14,330,168,217,582,-1,-1,-1,-1,-1,402,8,212,407,-1,-1,31
773,34,1,16,8,377,448,173,-1,-1,-1,-1,-1,-1,311,155,187,485,-1,-1,52
774,34,2,8,16,154,500,249,-1,-1,-1,-1,-1,-1,159,193,357,-1,-1,-1,39
775,15,1,14,5,103,104,557,-1,-1,-1,-1,-1,-1,71,516,365,-1,-1,-1,31
776,15,2,5,14,28,479,71,-1,-1,-1,-1,-1,-1,588,305,212,-1,-1,-1,46
777,16,1,0,3,309,297,-1,-1,-1,-1,-1,-1,-1,196,451,10,555,203,-1,47
778,16,2,3,0,559,553,203,128,-1,-1,-1,-1,-1,325,225,-1,-1,-1,-1,49
779,34,1,8,11,175,50,249,-1,-1,-1,-1,-1,-1,18,228,501,-1,-1,-1,49
780,34,2,11,8,398,44,228,511,501,510,-1,-1,-1,311,155,-1,-1,-1,-1,29
781,13,1,9,7,437,39,320,-1,-1,-1,-1,-1,-1,272,491,498,-1,-1,-1,42
782,13,2,7,9,168,330,217,582,423,-1,-1,-1,-1,75,571,195,33,-1,-1,33
783,11,1,5,3,28,479,-1,-1,-1,-1,-1,-1,-1,196,451,292,10,-1,-1,53
784,11,2,3,5,150,553,196,128,559,-1,-1,-1,-1,369,71,516,-1,-1,-1,21
785,23,1,16,11,377,448,173,114,84,-1,-1,-1,-1,89,228,501,390,-1,-1,21
786,23,2,11,16,398,44,-1,-1,-1,-1,-1,-1,-1,159,193,264,-1,-1,-1,33
787,15,1,14,0,557,104,26,-1,-1,-1,-1,-1,-1,394,105,225,134,-1,-1,76
788,15,2,0,14,309,297,482,134,331,-1,-1,-1,-1,402,588,212,407,424,-1,56
789,11,1,5,8,28,335,71,479,-1,-1,-1,-1,-1,358,397,155,416,-1,-1,35
790,11,2,8,5,175,50,59,416,-1,-1,-1,-1,-1,369,71,516,-1,-1,-1,51
791,31,1,9,3,437,39,320,-1,-1,-1,-1,-1,-1,196,292,451,555,-1,-1,40
792,31,2,3,9,150,128,73,559,-1,-1,-1,-1,-1,571,75,24,37,-1,-1,47
793,23,1,7,16,330,168,217,-1,-1,-1,-1,-1,-1,159,64,357,-1,-1,-1,33
794,23,2,16,7,377,448,-1,-1,-1,-1,-1,-1,-1,582,382,498,-1,-1,-1,45
795,9,1,0,8,309,297,-1,-1,-1,-1,-1,-1,-1,311,324,187,485,-1,-1,47
796,9,2,8,0,154,50,249,-1,-1,-1,-1,-1,-1,325,208,-1,-1,-1,-1,56
797,9,1,16,11,377,448,173,114,-1,-1,-1,-1,-1,564,228,501,-1,-1,-1,27
798,9,2,11,16,398,44,501,-1,-1,-1,-1,-1,-1,159,193,357,-1,-1,-1,44
799,8,1,11,8,398,44,-1,-1,-1,-1,-1,-1,-1,311,397,386,-1,-1,-1,42
800,8,2,8,11,154,50,-1,-1,-1,-1,-1,-1,-1,564,228,501,-1,-1,-1,45
801,8,1,8,0,154,50,249,416,59,-1,-1,-1,-1,325,208,-1,-1,-1,-1,34
802,8,2,0,8,309,297,482,446,134,-1,-1,-1,-1,485,311,386,397,-1,-1,35
803,29,1,7,8,168,217,320,-1,-1,-1,-1,-1,-1,588,485,106,386,-1,-1,31
804,29,2,8,7,309,50,59,-1,-1,-1,-1,-1,-1,407,292,498,520,-1,-1,32
805,28,1,3,14,300,297,249,321,227,-1,-1,-1,-1,302,208,562,-1,-1,-1,30
806,28,2,14,3,377,354,557,-1,-1,-1,-1,-1,-1,227,342,571,456,-1,-1,50
807,29,1,0,5,154,83,-1,-1,-1,-1,-1,-1,-1,52,365,311,272,-1,-1,70
808,29,2,5,0,103,559,175,52,127,-1,-1,-1,-1,10,325,394,-1,-1,-1,64
809,29,1,16,11,39,448,128,-1,-1,-1,-1,-1,-1,155,265,228,-1,-1,-1,41
810,29,2,11,16,43,44,511,501,-1,-1,-1,-1,-1,159,75,193,-1,-1,-1,30
811,7,1,7,3,217,168,320,437,-1,-1,-1,-1,-1,342,358,212,-1,-1,-1,31
812,7,2,3,7,297,300,249,283,-1,-1,-1,-1,-1,407,292,520,-1,-1,-1,49
813,7,1,8,14,309,50,59,-1,-1,-1,-1,-1,-1,302,208,562,-1,-1,-1,49
814,7,2,14,8,354,377,557,587,26,-1,-1,-1,-1,588,187,485,-1,-1,-1,30
815,28,1,11,5,43,44,511,-1,-1,-1,-1,-1,-1,52,311,365,272,-1,-1,54
816,28,2,5,11,103,559,572,175,-1,-1,-1,-1,-1,265,155,228,390,-1,-1,39
817,29,1,0,3,154,83,482,-1,-1,-1,-1,-1,-1,227,342,456,212,-1,-1,34
818,29,2,3,0,300,297,249,321,227,-1,-1,-1,-1,195,93,325,-1,-1,-1,24
819,28,1,5,16,103,559,-1,-1,-1,-1,-1,-1,-1,159,75,196,264,-1,-1,43
820,28,2,16,5,39,448,128,256,579,-1,-1,-1,-1,516,311,272,397,-1,-1,45
821,7,1,0,11,154,83,482,-1,-1,-1,-1,-1,-1,155,540,228,-1,-1,-1,51
822,7,2,11,0,43,44,511,501,-1,-1,-1,-1,-1,93,195,394,-1,-1,-1,38
823,28,1,7,14,217,168,320,102,-1,-1,-1,-1,-1,302,208,562,-1,-1,-1,42
824,28,2,14,7,377,584,-1,-1,-1,-1,-1,-1,-1,555,292,498,-1,-1,-1,49
825,7,1,8,0,309,50,106,416,-1,-1,-1,-1,-1,195,93,394,325,-1,-1,31
826,7,2,0,8,154,83,-1,-1,-1,-1,-1,-1,-1,386,588,485,106,-1,-1,51
827,7,1,16,3,448,39,-1,-1,-1,-1,-1,-1,-1,456,342,571,212,-1,-1,55
828,7,2,3,16,393,297,-1,-1,-1,-1,-1,-1,-1,75,159,579,264,-1,-1,44
829,29,1,5,7,103,559,572,175,-1,-1,-1,-1,-1,555,292,217,498,-1,-1,51
830,29,2,7,5,320,217,168,102,437,-1,-1,-1,-1,516,311,272,-1,-1,-1,24
831,29,1,14,11,377,584,557,587,26,458,208,-1,-1,510,540,265,501,-1,-1,22
832,29,2,11,14,44,254,511,43,-1,-1,-1,-1,-1,302,402,-1,-1,-1,-1,36
833,28,1,8,3,416,50,106,59,-1,-1,-1,-1,-1,456,342,227,571,-1,-1,37
